10:57:43.956 |V| JetEnvironment                | :1                 | JetEnvironment is initiating startup.
11:00:01.103 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Starting invisible analysis of file BindingsGroup.cs
11:00:01.128 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 64371643 started on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/d:Bindings/f:BindingsGroup.cs, kind = SOLUTION_ANALYSIS
11:00:01.157 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 64371643 finished on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/d:Bindings/f:BindingsGroup.cs 
11:00:01.157 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Finished analysis of file: 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/d:Bindings/f:BindingsGroup.cs
11:00:01.157 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Starting invisible analysis of file FlagsPropertyAttribute.cs
11:00:01.157 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 32485407 started on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/d:Attributes/f:FlagsPropertyAttribute.cs, kind = SOLUTION_ANALYSIS
11:00:01.167 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 32485407 finished on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/d:Attributes/f:FlagsPropertyAttribute.cs 
11:00:01.167 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Finished analysis of file: 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/d:Attributes/f:FlagsPropertyAttribute.cs
11:00:01.167 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Starting invisible analysis of file EnumDisplayAttribute.cs
11:00:01.233 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 41828145 started on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/d:Attributes/f:EnumDisplayAttribute.cs, kind = SOLUTION_ANALYSIS
11:00:01.278 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 41828145 finished on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/d:Attributes/f:EnumDisplayAttribute.cs 
11:00:01.278 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Finished analysis of file: 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/d:Attributes/f:EnumDisplayAttribute.cs
11:00:01.278 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Starting invisible analysis of file ReadOnlyAttribute.cs
11:00:01.279 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 34585060 started on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/d:Attributes/f:ReadOnlyAttribute.cs, kind = SOLUTION_ANALYSIS
11:00:01.355 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 34585060 finished on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/d:Attributes/f:ReadOnlyAttribute.cs 
11:00:01.355 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Finished analysis of file: 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/d:Attributes/f:ReadOnlyAttribute.cs
11:00:01.355 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Starting invisible analysis of file ScriptableSettingsPathAttribute.cs
11:00:01.397 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 64546772 started on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/d:Attributes/f:ScriptableSettingsPathAttribute.cs, kind = SOLUTION_ANALYSIS
11:00:01.510 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 64546772 finished on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/d:Attributes/f:ScriptableSettingsPathAttribute.cs 
11:00:01.510 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Finished analysis of file: 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/d:Attributes/f:ScriptableSettingsPathAttribute.cs
11:00:01.510 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Starting invisible analysis of file AnimationCurveDatumProperty.cs
11:00:01.552 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 9715487 started on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/d:Datums/f:AnimationCurveDatumProperty.cs, kind = SOLUTION_ANALYSIS
11:00:01.675 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 9715487 finished on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/d:Datums/f:AnimationCurveDatumProperty.cs 
11:00:01.675 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Finished analysis of file: 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/d:Datums/f:AnimationCurveDatumProperty.cs
11:00:01.675 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Starting invisible analysis of file StringDatum.cs
11:00:01.675 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 17590154 started on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/d:Datums/f:StringDatum.cs, kind = SOLUTION_ANALYSIS
11:00:01.687 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 17590154 finished on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/d:Datums/f:StringDatum.cs 
11:00:01.687 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Finished analysis of file: 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/d:Datums/f:StringDatum.cs
11:00:01.687 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Starting invisible analysis of file Datum.cs
11:00:01.687 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 15496576 started on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/d:Datums/f:Datum.cs, kind = SOLUTION_ANALYSIS
11:00:01.734 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 15496576 finished on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/d:Datums/f:Datum.cs 
11:00:01.734 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Finished analysis of file: 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/d:Datums/f:Datum.cs
11:00:01.734 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Starting invisible analysis of file StringDatumProperty.cs
11:00:01.735 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 29937519 started on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/d:Datums/f:StringDatumProperty.cs, kind = SOLUTION_ANALYSIS
11:00:01.748 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 29937519 finished on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/d:Datums/f:StringDatumProperty.cs 
11:00:01.748 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Finished analysis of file: 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/d:Datums/f:StringDatumProperty.cs
11:00:01.748 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Starting invisible analysis of file DatumProperty.cs
11:00:01.748 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 35100448 started on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/d:Datums/f:DatumProperty.cs, kind = SOLUTION_ANALYSIS
11:00:01.759 |V| RiderFileSystemChangeTracker  | FileSystemTrackerCommit:16 | No solution or project changes detected
11:00:01.759 |V| ExternalChangeProcessor       | FileSystemTrackerCommit:16 | SpawnProcessExternalChangeActivity async at status RUNNING
11:00:01.759 |V| ExternalChangeProcessor       | FileSystemTrackerCommit:16 | SpawnProcessExternalChangeActivity finished with not-null action
11:00:01.809 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 35100448 finished on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/d:Datums/f:DatumProperty.cs 
11:00:01.809 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Finished analysis of file: 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/d:Datums/f:DatumProperty.cs
11:00:01.809 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Starting invisible analysis of file IntDatum.cs
11:00:01.809 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 12969135 started on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/d:Datums/f:IntDatum.cs, kind = SOLUTION_ANALYSIS
11:00:01.827 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 12969135 finished on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/d:Datums/f:IntDatum.cs 
11:00:01.827 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Finished analysis of file: 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/d:Datums/f:IntDatum.cs
11:00:01.827 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Starting invisible analysis of file IntDatumProperty.cs
11:00:01.828 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 41258256 started on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/d:Datums/f:IntDatumProperty.cs, kind = SOLUTION_ANALYSIS
11:00:01.845 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 41258256 finished on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/d:Datums/f:IntDatumProperty.cs 
11:00:01.845 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Finished analysis of file: 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/d:Datums/f:IntDatumProperty.cs
11:00:01.845 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Starting invisible analysis of file AnimationCurveDatum.cs
11:00:01.845 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 23987910 started on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/d:Datums/f:AnimationCurveDatum.cs, kind = SOLUTION_ANALYSIS
11:00:01.856 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 23987910 finished on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/d:Datums/f:AnimationCurveDatum.cs 
11:00:01.856 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Finished analysis of file: 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/d:Datums/f:AnimationCurveDatum.cs
11:00:01.856 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Starting invisible analysis of file FloatDatumProperty.cs
11:00:01.857 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 23130210 started on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/d:Datums/f:FloatDatumProperty.cs, kind = SOLUTION_ANALYSIS
11:00:01.871 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 23130210 finished on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/d:Datums/f:FloatDatumProperty.cs 
11:00:01.871 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Finished analysis of file: 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/d:Datums/f:FloatDatumProperty.cs
11:00:01.871 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Starting invisible analysis of file FloatDatum.cs
11:00:01.871 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 58890921 started on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/d:Datums/f:FloatDatum.cs, kind = SOLUTION_ANALYSIS
11:00:01.886 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 58890921 finished on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/d:Datums/f:FloatDatum.cs 
11:00:01.886 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Finished analysis of file: 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/d:Datums/f:FloatDatum.cs
11:00:01.886 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Starting invisible analysis of file HashSetList.cs
11:00:01.890 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 38737438 started on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/d:Collections/f:HashSetList.cs, kind = SOLUTION_ANALYSIS
11:00:01.981 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 38737438 finished on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/d:Collections/f:HashSetList.cs 
11:00:01.981 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Finished analysis of file: 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/d:Collections/f:HashSetList.cs
11:00:01.981 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Starting invisible analysis of file ScreenGUIUtils.cs
11:00:01.982 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 55340592 started on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/d:GUI/f:ScreenGUIUtils.cs, kind = SOLUTION_ANALYSIS
11:00:01.990 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 55340592 finished on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/d:GUI/f:ScreenGUIUtils.cs 
11:00:01.990 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Finished analysis of file: 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/d:GUI/f:ScreenGUIUtils.cs
11:00:01.990 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Starting invisible analysis of file GuidUtil.cs
11:00:01.990 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 29226815 started on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:GuidUtil.cs, kind = SOLUTION_ANALYSIS
11:00:02.019 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 29226815 finished on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:GuidUtil.cs 
11:00:02.019 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Finished analysis of file: 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:GuidUtil.cs
11:00:02.019 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Starting invisible analysis of file XRLoggingUtils.cs
11:00:02.099 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 38584892 started on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:XRLoggingUtils.cs, kind = SOLUTION_ANALYSIS
11:00:02.122 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 38584892 finished on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:XRLoggingUtils.cs 
11:00:02.122 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Finished analysis of file: 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:XRLoggingUtils.cs
11:00:02.122 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Starting invisible analysis of file GeometryUtils.cs
11:00:02.154 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 63998837 started on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:GeometryUtils.cs, kind = SOLUTION_ANALYSIS
11:00:02.491 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 63998837 finished on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:GeometryUtils.cs 
11:00:02.491 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Finished analysis of file: 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:GeometryUtils.cs
11:00:02.491 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Starting invisible analysis of file ScriptableSettingsBase.cs
11:00:02.492 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 32707019 started on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:ScriptableSettingsBase.cs, kind = SOLUTION_ANALYSIS
11:00:02.568 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 32707019 finished on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:ScriptableSettingsBase.cs 
11:00:02.568 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Finished analysis of file: 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:ScriptableSettingsBase.cs
11:00:02.568 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Starting invisible analysis of file OnDestroyNotifier.cs
11:00:02.568 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 4264709 started on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:OnDestroyNotifier.cs, kind = SOLUTION_ANALYSIS
11:00:02.591 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 4264709 finished on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:OnDestroyNotifier.cs 
11:00:02.591 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Finished analysis of file: 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:OnDestroyNotifier.cs
11:00:02.591 |V| SolutionAnalysisServiceImpl   | DaemonThread:46    | Starting invisible analysis of file ComponentUtils.cs
11:00:02.602 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 26951621 started on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:ComponentUtils.cs, kind = SOLUTION_ANALYSIS
11:00:02.630 |V| DaemonProcessBase             | DaemonThread:46    | [Daemon] Daemon process 26951621 finished on file 2f363ed6-7115-2524-6aae-f7211d53b491(Unity.XR.CoreUtils.Player)-13[.NETFramework,Version=v4.7.1]/d:Library/d:PackageCache/d:com.unity.xr.core-utils@2.2.0/d:Runtime/f:ComponentUtils.cs 
